continent,country_clean,ISO_A,year,sector,indicator,indicator_group,age_group,education_level,HDI_2023,avg_m,avg_f,gap_abs,gap_pct,rows_count
"North America","El Salvador",SLV_A,2018,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.678,35.37675,20.6025,14.774250000000002,41.762598316691054,16
"North America","El Salvador",SLV_A,2018,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.678,7.679833333333332,4.971333333333334,2.708499999999998,35.2676924412422,24
"North America","El Salvador",SLV_A,2018,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.678,13.533285714285716,9.615333333333334,3.917952380952382,28.950488917976493,26
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.678,333.59999999999997,232.30533333333332,101.29466666666664,30.364108713029577,6
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.678,442.6305,262.9615,179.66899999999998,40.59119287983995,4
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.678,244.20166666666668,164.76766666666666,79.43400000000003,32.52803352420473,6
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.678,189.7865,165.4155,24.37099999999998,12.841271639447474,8
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.678,135.88253333333336,100.7512,35.13133333333336,25.85419367120034,30
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.678,187.4245,119.20270000000002,68.22179999999997,36.399616912410046,20
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.678,105.44686666666666,72.71379999999999,32.73306666666667,31.042237385906212,30
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.678,98.11194736842106,93.33666666666667,4.775280701754383,4.867175537575137,37
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.678,100.95366666666668,63.299666666666646,37.65400000000003,37.29829855940517,24
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.678,169.46062500000002,92.463875,76.99675000000002,45.4363661174978,16
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.678,104.57241666666668,69.73258333333334,34.839833333333345,33.31646570279448,24
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.678,76.96692307692308,65.93153846153845,11.03538461538463,14.33782743836015,26
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.678,50.501666666666665,36.006,14.495666666666665,28.703343123989306,24
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.678,33.873000000000005,18.349749999999997,15.523250000000008,45.82779795117057,16
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.678,6.971666666666667,5.4742500000000005,1.4974166666666662,21.478603872818542,20
"North America","El Salvador",SLV_A,2017,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.678,12.771999999999998,8.254,4.517999999999999,35.37425618540557,24
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.678,329.528,231.46733333333336,98.06066666666666,29.757916373317794,6
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.678,421.56899999999996,272.4905,149.07849999999996,35.36277572591912,4
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.678,243.90600000000003,157.66233333333335,86.24366666666668,35.35938708628187,6
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.678,188.914,168.671,20.242999999999995,10.715457827371184,8
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.678,131.19653333333332,100.01240000000001,31.184133333333307,23.769022352216606,30
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.678,178.2663,125.11109999999996,53.155200000000036,29.817862377802218,20
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.678,106.94033333333336,69.84766666666665,37.0926666666667,34.685385308318374,30
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.678,104.95976470588238,95.81311111111113,9.146653594771252,8.714437975734748,35
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.678,101.068,64.21750000000002,36.85049999999998,36.46109550005935,24
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.678,164.10850000000002,95.39762499999998,68.71087500000004,41.86917496656178,16
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.678,101.40433333333334,66.12558333333332,35.27875000000002,34.7901799068416,24
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.678,77.80153846153847,66.85784615384615,10.943692307692316,14.066164402523196,26
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.678,51.747000000000014,34.80733333333333,16.93966666666668,32.735553107748615,24
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.678,29.976750000000003,18.362000000000002,11.61475,38.74586137589965,16
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.678,7.954166666666667,3.9433333333333334,4.010833333333333,50.42430591932949,24
"North America","El Salvador",SLV_A,2016,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.678,16.588000000000005,7.441499999999999,9.146500000000007,55.13925729442973,24
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.678,325.3673333333333,232.942,92.4253333333333,28.406457521857337,6
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.678,427.75350000000003,250.8095,176.94400000000002,41.365880115533834,4
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.678,193.54700000000003,127.14966666666668,66.39733333333335,34.30553474522123,6
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.678,212.6495,177.7695,34.879999999999995,16.402577951041504,8
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.678,129.9648,100.30733333333332,29.65746666666668,22.819614746967392,30
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.678,180.44899999999998,118.11110000000004,62.33789999999995,34.54599360484123,20
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.678,84.79106666666665,58.28286666666667,26.50819999999998,31.26296323669316,30
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.678,99.24735,89.19639999999998,10.050950000000014,10.127172161271828,40
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.678,99.57816666666668,65.24916666666667,34.32900000000001,34.47442461449883,24
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.678,168.672625,87.52862499999999,81.14400000000002,48.107391463196834,16
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.678,80.33225000000003,50.81491666666667,29.51733333333336,36.7440639759665,24
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.678,91.65615384615384,73.79723076923078,17.858923076923062,19.484696146970688,26
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.678,50.358000000000004,35.019666666666666,15.338333333333338,30.458583210876792,24
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.678,29.124000000000002,13.26925,15.854750000000003,54.43877901387173,16
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.678,6.52,4.6602500000000004,1.8597499999999991,28.523773006134956,20
"North America","El Salvador",SLV_A,2015,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.678,12.0565,9.6534,2.4031000000000002,19.931986895035873,26
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.678,330.95733333333334,235.57266666666666,95.38466666666667,28.820834911247374,6
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.678,409.202,254.5215,154.6805,37.80052394660828,4
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.678,188.29266666666663,132.10299999999998,56.18966666666665,29.841664925877797,6
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.678,205.7335,176.49375,29.239749999999987,14.212439879747338,8
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.678,132.77293333333333,103.13586666666667,29.637066666666655,22.32161775944293,30
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.678,172.4234,118.4849,53.93849999999999,31.282586934256017,20
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.678,83.23706666666666,59.147266666666674,24.08979999999999,28.941192865998786,30
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.678,98.94225000000003,88.59655000000001,10.345700000000022,10.45630152942754,40
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.678,103.30233333333335,66.56383333333332,36.73850000000003,35.56405631366832,24
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.678,162.57025,88.56787500000002,74.00237499999997,45.520244325145576,16
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.678,77.80833333333332,54.29541666666666,23.512916666666662,30.21902109885402,24
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.678,89.07115384615385,73.09992307692309,15.971230769230758,17.93086771595741,26
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.678,49.120666666666665,33.31333333333333,15.807333333333332,32.180616441144934,24
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.678,27.27425,15.954999999999998,11.31925,41.501599494028255,16
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.678,5.797833333333333,3.535333333333334,2.2624999999999993,39.023198321211936,24
"North America","El Salvador",SLV_A,2014,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.678,9.807142857142855,6.555428571428571,3.251714285714284,33.15659140568098,28
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.678,334.894,248.02733333333333,86.86666666666667,25.938555682295494,6
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.678,410.544,253.44099999999997,157.103,38.267031061226085,4
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.678,187.104,136.54466666666664,50.55933333333337,27.022048343880073,6
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.678,189.79375,163.09924999999998,26.694500000000005,14.065004774920148,8
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.678,131.95346666666666,110.17213333333335,21.781333333333308,16.50682917513344,30
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.678,169.40179999999998,117.56360000000002,51.83819999999996,30.600737418374518,20
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.678,82.03093333333335,62.21159999999999,19.81933333333336,24.16080437948614,30
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.678,91.53725,81.29095,10.246300000000005,11.193585125181285,40
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.678,106.7411666666667,69.72983333333335,37.011333333333354,34.67390744277045,24
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.678,167.46349999999998,88.713,78.75049999999999,47.0254712220872,16
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.678,79.04933333333331,55.32533333333334,23.72399999999997,30.011638301819932,24
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.678,79.49376923076923,68.87861538461537,10.61515384615386,13.353441343733778,26
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.678,50.65966666666667,34.14633333333334,16.513333333333335,32.59660874199725,24
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.678,27.12825,15.825500000000002,11.30275,41.66413240809857,16
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.678,5.058166666666668,3.185333333333333,1.8728333333333347,37.02593166166927,24
"North America","El Salvador",SLV_A,2013,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.678,11.055000000000001,5.9245714285714275,5.130428571428574,46.40821864702463,28
"North America","El Salvador",SLV_A,2023,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,78.099,48.79,29.309000000000005,37.528009321502196,2
"North America","El Salvador",SLV_A,2023,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,92.55436363636363,62.26745454545455,30.286909090909084,32.723372406192716,22
"North America","El Salvador",SLV_A,2023,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,59.25319999999999,34.4528,24.80039999999999,41.8549546691149,10
"North America","El Salvador",SLV_A,2023,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,65.45585714285714,33.90685714285714,31.549,48.19889522055213,14
"North America","El Salvador",SLV_A,2022,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,77.708,46.376,31.332,40.320172955165496,2
"North America","El Salvador",SLV_A,2022,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,92.11072727272727,59.35845454545454,32.75227272727273,35.55750095241103,22
"North America","El Salvador",SLV_A,2022,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,61.456,33.6372,27.818800000000003,45.266206717000784,10
"North America","El Salvador",SLV_A,2022,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,63.37171428571429,30.774857142857144,32.59685714285715,51.43754987578956,14
"North America","El Salvador",SLV_A,2021,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,76.808,45.409,31.399000000000008,40.8798562649724,2
"North America","El Salvador",SLV_A,2021,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,91.02918181818181,58.27018181818182,32.75899999999999,35.98736069651989,22
"North America","El Salvador",SLV_A,2021,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,61.8432,32.995200000000004,28.848,46.647004036013655,10
"North America","El Salvador",SLV_A,2021,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,61.99685714285714,31.201285714285714,30.795571428571424,49.67279447345257,14
"North America","El Salvador",SLV_A,2020,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,75.647,45.36,30.287000000000006,40.03727841156953,2
"North America","El Salvador",SLV_A,2020,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,91.53690909090909,58.68418181818181,32.85272727272728,35.890142674688605,22
"North America","El Salvador",SLV_A,2020,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,59.2384,33.6544,25.583999999999996,43.18820224719101,10
"North America","El Salvador",SLV_A,2020,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,61.85685714285715,30.705857142857138,31.151000000000014,50.35981690446608,14
"North America","El Salvador",SLV_A,2019,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,78.017,46.31,31.706999999999994,40.641142315136435,2
"North America","El Salvador",SLV_A,2019,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,91.94572727272728,59.612181818181824,32.33354545454546,35.16590320574489,22
"North America","El Salvador",SLV_A,2019,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,63.32320000000001,34.09439999999999,29.228800000000014,46.158122141647944,10
"North America","El Salvador",SLV_A,2019,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,65.9327142857143,32.335,33.5977142857143,50.9575779636816,14
"North America","El Salvador",SLV_A,2018,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,76.843,45.493,31.35,40.79747016644327,2
"North America","El Salvador",SLV_A,2018,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,91.50045454545453,58.379,33.12145454545453,36.19813115682485,22
"North America","El Salvador",SLV_A,2018,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,61.053599999999996,33.7062,27.347399999999993,44.792444671567274,10
"North America","El Salvador",SLV_A,2018,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,64.65828571428573,31.09742857142857,33.56085714285716,51.90495970022626,14
"North America","El Salvador",SLV_A,2017,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,77.47,45.738,31.732,40.96037175680909,2
"North America","El Salvador",SLV_A,2017,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,91.7198181818182,58.60827272727274,33.11154545454546,36.10075348046124,22
"North America","El Salvador",SLV_A,2017,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,62.67620000000001,33.3404,29.335800000000006,46.80532642374618,10
"North America","El Salvador",SLV_A,2017,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,64.75785714285715,31.976285714285716,32.78157142857143,50.621766801601574,14
"North America","El Salvador",SLV_A,2016,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,77.352,46.529,30.823,39.847709173647736,2
"North America","El Salvador",SLV_A,2016,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,91.43590909090909,60.05145454545454,31.384454545454552,34.32399246367302,22
"North America","El Salvador",SLV_A,2016,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,61.8796,33.801,28.0786,45.37618213433829,10
"North America","El Salvador",SLV_A,2016,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,66.41485714285713,31.761571428571433,34.6532857142857,52.17700858671896,14
"North America","El Salvador",SLV_A,2015,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,76.846,45.981,30.865000000000002,40.16474507456472,2
"North America","El Salvador",SLV_A,2015,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,91.16054545454546,59.27836363636363,31.882181818181827,34.973662848560885,22
"North America","El Salvador",SLV_A,2015,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,61.5674,32.7736,28.793799999999997,46.767932379798395,10
"North America","El Salvador",SLV_A,2015,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,65.76785714285714,31.511999999999997,34.25585714285714,52.08601683410264,14
"North America","El Salvador",SLV_A,2014,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,77.54,47.025,30.515000000000008,39.353881867423276,2
"North America","El Salvador",SLV_A,2014,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,91.7458181818182,60.05772727272727,31.688090909090924,34.53900301623855,22
"North America","El Salvador",SLV_A,2014,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,62.50999999999999,33.8716,28.63839999999999,45.814109742441204,10
"North America","El Salvador",SLV_A,2014,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,65.95671428571428,32.99671428571429,32.959999999999994,49.97216789366185,14
"North America","El Salvador",SLV_A,2013,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.678,78.227,48.607,29.620000000000005,37.86416454676774,2
"North America","El Salvador",SLV_A,2013,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.678,92.57518181818182,61.45009090909091,31.125090909090908,33.62142023141879,22
"North America","El Salvador",SLV_A,2013,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.678,63.415200000000006,35.143,28.272200000000005,44.58268680064086,10
"North America","El Salvador",SLV_A,2013,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.678,67.44500000000001,34.76871428571429,32.67628571428572,48.448788960316875,14
"North America","El Salvador",SLV_A,2023,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1674.066,1272.634,401.432,23.97946078589494,2
"North America","El Salvador",SLV_A,2023,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,436.07118181818186,349.68909090909096,86.38209090909089,19.809172105554904,22
"North America","El Salvador",SLV_A,2023,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,461.35939999999994,328.5712,132.78819999999996,28.78194310119182,10
"North America","El Salvador",SLV_A,2023,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,135.80614285714282,94.8577142857143,40.94842857142852,30.152118092701443,14
"North America","El Salvador",SLV_A,2022,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1658.742,1201.719,457.0229999999999,27.55238608535866,2
"North America","El Salvador",SLV_A,2022,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,429.41372727272733,333.7892727272727,95.62445454545463,22.268606817201736,22
"North America","El Salvador",SLV_A,2022,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,471.6058,314.2208,157.385,33.372151063451724,10
"North America","El Salvador",SLV_A,2022,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,127.15157142857144,82.25328571428572,44.89828571428572,35.31083824591798,14
"North America","El Salvador",SLV_A,2021,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1614.175,1151.042,463.13300000000004,28.691622655536115,2
"North America","El Salvador",SLV_A,2021,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,417.27763636363636,314.9502727272727,102.32736363636366,24.52260910220229,22
"North America","El Salvador",SLV_A,2021,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,467.41720000000004,304.4996,162.91760000000005,34.85485771597623,10
"North America","El Salvador",SLV_A,2021,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,118.035,82.3437142857143,35.6912857142857,30.23788343651095,14
"North America","El Salvador",SLV_A,2020,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1606.45,1129.505,476.94499999999994,29.689377198169876,2
"North America","El Salvador",SLV_A,2020,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,412.669090909091,306.63999999999993,106.02909090909105,25.693489831165657,22
"North America","El Salvador",SLV_A,2020,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,466.56540000000007,303.1028,163.46260000000007,35.035302660677374,10
"North America","El Salvador",SLV_A,2020,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,118.24371428571429,81.03385714285714,37.209857142857146,31.468782393748505,14
"North America","El Salvador",SLV_A,2019,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1703.074,1205.045,498.029,29.242945403429328,2
"North America","El Salvador",SLV_A,2019,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,435.28390909090916,328.6685454545455,106.61536363636367,24.493293092094756,22
"North America","El Salvador",SLV_A,2019,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,492.3362,322.5864,169.7498,34.478431608319674,10
"North America","El Salvador",SLV_A,2019,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,132.0312857142857,85.26928571428572,46.761999999999986,35.41736320071324,14
"North America","El Salvador",SLV_A,2018,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1649.322,1164.944,484.37799999999993,29.36831012985942,2
"North America","El Salvador",SLV_A,2018,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,421.6016363636364,317.758,103.84363636363639,24.630747939998514,22
"North America","El Salvador",SLV_A,2018,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,479.892,314.5848,165.30720000000002,34.44675051886675,10
"North America","El Salvador",SLV_A,2018,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,123.82585714285715,80.25685714285713,43.56900000000002,35.18570434746494,14
"North America","El Salvador",SLV_A,2017,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1610.302,1141.792,468.51,29.094542514385502,2
"North America","El Salvador",SLV_A,2017,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,411.8337272727273,311.7211818181818,100.11254545454551,24.308972001277667,22
"North America","El Salvador",SLV_A,2017,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,475.576,309.1228,166.45320000000004,35.00033643413462,10
"North America","El Salvador",SLV_A,2017,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,116.81014285714286,77.1617142857143,39.64842857142857,33.94262484544517,14
"North America","El Salvador",SLV_A,2016,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1579.431,1147.586,431.845,27.341808537378338,2
"North America","El Salvador",SLV_A,2016,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,399.2745454545455,314.40909090909093,84.86545454545455,21.254912318249914,22
"North America","El Salvador",SLV_A,2016,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,467.59039999999993,312.6914,154.89899999999994,33.12707018792515,10
"North America","El Salvador",SLV_A,2016,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,120.51342857142856,75.06214285714286,45.4512857142857,37.71470636348764,14
"North America","El Salvador",SLV_A,2015,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1560.28,1106.752,453.528,29.067090522213963,2
"North America","El Salvador",SLV_A,2015,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,393.0250909090909,306.03390909090916,86.99118181818176,22.13374764877374,22
"North America","El Salvador",SLV_A,2015,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,466.58119999999997,299.3454,167.23579999999998,35.84280721126355,10
"North America","El Salvador",SLV_A,2015,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,116.52814285714284,70.28357142857142,46.24457142857142,39.68532432999018,14
"North America","El Salvador",SLV_A,2014,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1521.398,1122.684,398.71399999999994,26.207080592980926,2
"North America","El Salvador",SLV_A,2014,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,388.45863636363634,309.2034545454546,79.25518181818177,20.402476454144516,22
"North America","El Salvador",SLV_A,2014,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,455.991,307.27939999999995,148.71160000000003,32.61283665686385,10
