continent,country_clean,ISO_A,year,sector,age_group,indicator,avg_m,avg_f,gap_pct,gap_abs,HDI_2023
"North America","El Salvador",SLV_A,2015,Other,"Senior (55+)",Unemployment,2.282571428571429,1.04,54.43735135811741,1.2425714285714289,0.678
"North America","El Salvador",SLV_A,2014,Other,"Child (<15)",Unemployment,78.228,36.368,53.51025208365291,41.85999999999999,0.678
"North America","El Salvador",SLV_A,2014,Other,"Adults (25-54)",Unemployment,16.931636363636365,8.203545454545454,51.54900992225421,8.728090909090911,0.678
"North America","El Salvador",SLV_A,2014,Other,"Youth (15-24)",Unemployment,32.7566,15.633200000000002,52.27465609983941,17.123399999999997,0.678
"North America","El Salvador",SLV_A,2014,Other,"Senior (55+)",Unemployment,2.1852857142857145,0,100,2.1852857142857145,0.678
"North America","El Salvador",SLV_A,2013,Other,"Child (<15)",Unemployment,62.287,38.532,38.137974216128576,23.755000000000003,0.678
"North America","El Salvador",SLV_A,2013,Other,"Adults (25-54)",Unemployment,13.648363636363637,8.224909090909092,39.73703141235712,5.423454545454545,0.678
"North America","El Salvador",SLV_A,2013,Other,"Youth (15-24)",Unemployment,26.176599999999997,17.4692,33.26406026756721,8.707399999999996,0.678
"North America","El Salvador",SLV_A,2013,Other,"Senior (55+)",Unemployment,1.8544285714285713,NULL,NULL,NULL,0.678
"South America",Colombia,COL_A,2023,Other,"Child (<15)","Labour Force",2404.0808333333334,1594.464375,29.732541102379162,809.6164583333332,0.788
"South America",Colombia,COL_A,2023,Other,"Adults (25-54)","Labour Force",853.7197866666669,592.0644066666666,-6.443763567008171,261.6553800000002,0.788
"South America",Colombia,COL_A,2023,Other,"Youth (15-24)","Labour Force",798.5052663690476,529.7344389880952,29.96044958069608,268.77082738095237,0.788
"South America",Colombia,COL_A,2023,Other,"Senior (55+)","Labour Force",244.36302083333334,135.83327083333333,39.521265973624125,108.52974999999999,0.788
"South America",Colombia,COL_A,2022,Other,"Child (<15)","Labour Force",1902.2374666666667,1547.9947499999998,30.511755640955823,829.6938333333334,0.788
"South America",Colombia,COL_A,2022,Other,"Adults (25-54)","Labour Force",846.65974,579.6598466666668,42.35548781298708,266.9998933333332,0.788
"South America",Colombia,COL_A,2022,Other,"Youth (15-24)","Labour Force",635.3431547619047,516.8685148809524,30.62459030105645,277.2534285714285,0.788
"South America",Colombia,COL_A,2022,Other,"Senior (55+)","Labour Force",237.33418181818186,122.91335416666666,44.247124471160404,114.42082765151517,0.788
"South America",Colombia,COL_A,2021,Other,"Child (<15)","Labour Force",2399.2130666666662,1730.7205333333332,24.214589665323427,668.4925333333333,0.788
"South America",Colombia,COL_A,2021,Other,"Adults (25-54)","Labour Force",1099.0026699999999,814.2758672727273,31.406426131549626,284.7268027272727,0.788
"South America",Colombia,COL_A,2021,Other,"Youth (15-24)","Labour Force",793.202488888889,572.9273833333334,-3.284602838374775,220.27510555555554,0.788
"South America",Colombia,COL_A,2021,Other,"Senior (55+)","Labour Force",278.52708333333334,154.63077083333334,42.8009154304295,123.8963125,0.788
"South America",Colombia,COL_A,2019,Other,"Child (<15)","Labour Force",2341.9379,1760.7758999999999,34.92269189334938,581.162,0.788
"South America",Colombia,COL_A,2019,Other,"Adults (25-54)","Labour Force",1069.9024248484848,832.3796733333335,31.080578623191847,237.5227515151514,0.788
"South America",Colombia,COL_A,2019,Other,"Youth (15-24)","Labour Force",776.2676027777777,574.7094083333334,27.4510755604772,201.55819444444438,0.788
"South America",Colombia,COL_A,2019,Other,"Senior (55+)","Labour Force",222.01619999999997,158.86450000000002,41.14251934804092,118.61874999999995,0.788
"South America",Colombia,COL_A,2018,Other,"Child (<15)","Labour Force",2317.576933333333,1732.3462,38.567785607049856,585.2307333333333,0.788
"South America",Colombia,COL_A,2018,Other,"Adults (25-54)","Labour Force",1047.1570425641025,823.1896745454545,31.111878164456176,223.96736801864785,0.788
"South America",Colombia,COL_A,2018,Other,"Youth (15-24)","Labour Force",777.3981972222222,572.4483027777779,38.51145298485852,204.94989444444437,0.788
"South America",Colombia,COL_A,2018,Other,"Senior (55+)","Labour Force",220.18593333333334,160.08691666666667,41.02202465951095,115.063625,0.788
"South America",Colombia,COL_A,2017,Other,"Child (<15)","Labour Force",2288.4658000000004,1727.7417333333335,38.58125622387708,560.7240666666669,0.788
"South America",Colombia,COL_A,2017,Other,"Adults (25-54)","Labour Force",1035.3917433333334,820.6574212121211,35.70897087564513,214.73432212121207,0.788
"South America",Colombia,COL_A,2017,Other,"Youth (15-24)","Labour Force",772.6064555555556,575.791875,39.49213137958624,196.81458055555555,0.788
"South America",Colombia,COL_A,2017,Other,"Senior (55+)","Labour Force",268.1705416666666,155.78520833333334,40.770583028644054,112.38533333333332,0.788
"South America",Colombia,COL_A,2016,Other,"Child (<15)","Labour Force",2263.4603333333334,1717.2229666666667,35.107653825623665,546.2373666666665,0.788
"South America",Colombia,COL_A,2016,Other,"Adults (25-54)","Labour Force",1024.6010033333332,812.9605533333333,32.136069384961026,211.6404499999998,0.788
"South America",Colombia,COL_A,2016,Other,"Youth (15-24)","Labour Force",762.0949916666666,575.6824444444444,33.985367508204334,186.41254722222223,0.788
"South America",Colombia,COL_A,2016,Other,"Senior (55+)","Labour Force",201.44027666666665,118.78795666666664,38.4472808876974,82.65231999999999,0.788
"South America",Colombia,COL_A,2015,Other,"Child (<15)","Labour Force",2252.5228,1708.5548999999999,31.935062374003035,543.9679000000001,0.788
"South America",Colombia,COL_A,2015,Other,"Adults (25-54)","Labour Force",1013.5797235897435,810.9821066666666,27.087060039504117,202.59761692307683,0.788
"South America",Colombia,COL_A,2015,Other,"Youth (15-24)","Labour Force",766.6356250000001,574.8905055555556,11.349015484117768,191.74511944444447,0.788
"South America",Colombia,COL_A,2015,Other,"Senior (55+)","Labour Force",203.33041666666665,114.74234666666666,44.30702129275691,88.58807,0.788
"South America",Colombia,COL_A,2014,Other,"Child (<15)","Labour Force",2232.698733333333,1683.8086333333333,37.882410135311694,548.8900999999998,0.788
"South America",Colombia,COL_A,2014,Other,"Adults (25-54)","Labour Force",1004.5177819047618,799.0864233333334,31.888223132717354,205.43135857142846,0.788
"South America",Colombia,COL_A,2014,Other,"Youth (15-24)","Labour Force",762.5567999999998,570.0592027777777,24.813369652578054,192.4975972222221,0.788
"South America",Colombia,COL_A,2014,Other,"Senior (55+)","Labour Force",186.43048333333329,137.28637083333334,40.71545962730316,95.60598333333328,0.788
"South America",Colombia,COL_A,2013,Other,"Child (<15)","Labour Force",2188.981366666667,1648.439433333333,35.15860612245751,540.5419333333333,0.788
"South America",Colombia,COL_A,2013,Other,"Adults (25-54)","Labour Force",985.9505142857142,781.5150217948718,31.55749916423498,204.43549249084236,0.788
"South America",Colombia,COL_A,2013,Other,"Youth (15-24)","Labour Force",751.2417583333332,560.5458583333333,33.81119579043697,190.69589999999988,0.788
"South America",Colombia,COL_A,2013,Other,"Senior (55+)","Labour Force",183.4688066666667,108.81589999999998,46.45526901436784,74.65290666666668,0.788
"South America",Colombia,COL_A,2023,Other,"Child (<15)","Labour Participation Rate",76.438,52.015,31.95138543656297,24.423000000000002,0.788
"South America",Colombia,COL_A,2023,Other,"Adults (25-54)","Labour Participation Rate",92.90272727272726,68.31963636363636,26.461107903672453,24.5830909090909,0.788
"South America",Colombia,COL_A,2023,Other,"Youth (15-24)","Labour Participation Rate",53.078599999999994,37.422999999999995,29.4951260960161,15.6556,0.788
"South America",Colombia,COL_A,2023,Other,"Senior (55+)","Labour Participation Rate",62.83814285714285,30.757857142857144,51.05224988462421,32.08028571428571,0.788
"South America",Colombia,COL_A,2022,Other,"Child (<15)","Labour Participation Rate",76.203,51.102,32.939648045352556,25.101000000000006,0.788
"South America",Colombia,COL_A,2022,Other,"Adults (25-54)","Labour Participation Rate",92.68372727272727,67.45863636363637,27.216310404591948,25.225090909090895,0.788
"South America",Colombia,COL_A,2022,Other,"Youth (15-24)","Labour Participation Rate",53.052600000000005,36.7736,30.684641280540447,16.279000000000003,0.788
"South America",Colombia,COL_A,2022,Other,"Senior (55+)","Labour Participation Rate",62.32171428571429,28.563285714285715,54.16800381430917,33.75842857142858,0.788
"South America",Colombia,COL_A,2021,Other,"Child (<15)","Labour Participation Rate",77.684,51.776,33.3504968848154,25.907999999999994,0.788
"South America",Colombia,COL_A,2021,Other,"Adults (25-54)","Labour Participation Rate",93.44227272727272,66.92336363636365,28.379991535853428,26.518909090909077,0.788
"South America",Colombia,COL_A,2021,Other,"Youth (15-24)","Labour Participation Rate",56.8128,39.6614,30.18932353272502,17.151400000000002,0.788
"South America",Colombia,COL_A,2021,Other,"Senior (55+)","Labour Participation Rate",62.02542857142857,29.651142857142855,52.19518262095271,32.37428571428572,0.788
"South America",Colombia,COL_A,2020,Other,"Child (<15)","Labour Participation Rate",73.155,47.31,35.329095755587446,25.845,0.788
"South America",Colombia,COL_A,2020,Other,"Adults (25-54)","Labour Participation Rate",90.02718181818182,62.252545454545455,30.85138932786966,27.77463636363636,0.788
"South America",Colombia,COL_A,2020,Other,"Youth (15-24)","Labour Participation Rate",51.235800000000005,34.3196,33.016367461813815,16.916200000000003,0.788
"South America",Colombia,COL_A,2020,Other,"Senior (55+)","Labour Participation Rate",58.05214285714286,27.234714285714286,53.08577264282112,30.817428571428575,0.788
"South America",Colombia,COL_A,2019,Other,"Child (<15)","Labour Participation Rate",77.015,52.575,31.734077777056413,24.439999999999998,0.788
"South America",Colombia,COL_A,2019,Other,"Adults (25-54)","Labour Participation Rate",93.49936363636363,68.12863636363636,27.13465235057506,25.370727272727265,0.788
"South America",Colombia,COL_A,2019,Other,"Youth (15-24)","Labour Participation Rate",55.38660000000001,38.8154,29.919150119342962,16.57120000000001,0.788
"South America",Colombia,COL_A,2019,Other,"Senior (55+)","Labour Participation Rate",63.03428571428572,31.41071428571429,50.16884235336778,31.623571428571434,0.788
"South America",Colombia,COL_A,2018,Other,"Child (<15)","Labour Participation Rate",78.006,53.42,31.518088352178037,24.586,0.788
"South America",Colombia,COL_A,2018,Other,"Adults (25-54)","Labour Participation Rate",93.89736363636365,68.72536363636364,26.80799441556594,25.17200000000001,0.788
"South America",Colombia,COL_A,2018,Other,"Youth (15-24)","Labour Participation Rate",57.2614,39.606,30.832986968533778,17.6554,0.788
"South America",Colombia,COL_A,2018,Other,"Senior (55+)","Labour Participation Rate",64.25099999999999,32.711285714285715,49.088285451921806,31.539714285714275,0.788
"South America",Colombia,COL_A,2017,Other,"Child (<15)","Labour Participation Rate",78.423,54.501,30.503806281320532,23.922000000000004,0.788
"South America",Colombia,COL_A,2017,Other,"Adults (25-54)","Labour Participation Rate",94.09854545454546,69.79045454545455,25.832589432355245,24.308090909090907,0.788
"South America",Colombia,COL_A,2017,Other,"Youth (15-24)","Labour Participation Rate",58.031000000000006,41.10600000000001,29.1654460546949,16.924999999999997,0.788
"South America",Colombia,COL_A,2017,Other,"Senior (55+)","Labour Participation Rate",64.78699999999999,32.98971428571429,49.07973160400343,31.7972857142857,0.788
"South America",Colombia,COL_A,2016,Other,"Child (<15)","Labour Participation Rate",78.856,54.873,30.4136654154408,23.982999999999997,0.788
"South America",Colombia,COL_A,2016,Other,"Adults (25-54)","Labour Participation Rate",94.4030909090909,69.82509090909089,26.035164488065703,24.578000000000017,0.788
"South America",Colombia,COL_A,2016,Other,"Youth (15-24)","Labour Participation Rate",59.092999999999996,41.791999999999994,29.27757940872862,17.301000000000002,0.788
"South America",Colombia,COL_A,2016,Other,"Senior (55+)","Labour Participation Rate",64.829,33.34057142857143,48.571516715402936,31.488428571428564,0.788
"South America",Colombia,COL_A,2015,Other,"Child (<15)","Labour Participation Rate",79.525,55.406,30.32882741276329,24.119000000000007,0.788
"South America",Colombia,COL_A,2015,Other,"Adults (25-54)","Labour Participation Rate",94.35563636363636,70.35363636363637,25.437802048728596,24.001999999999995,0.788
"South America",Colombia,COL_A,2015,Other,"Youth (15-24)","Labour Participation Rate",61.19259999999999,42.5034,30.54160143546768,18.689199999999992,0.788
"South America",Colombia,COL_A,2015,Other,"Senior (55+)","Labour Participation Rate",64.97257142857143,33.10642857142857,49.04553130112047,31.866142857142854,0.788
"South America",Colombia,COL_A,2014,Other,"Child (<15)","Labour Participation Rate",79.734,55.155,30.82624727217999,24.578999999999994,0.788
"South America",Colombia,COL_A,2014,Other,"Adults (25-54)","Labour Participation Rate",94.59718181818181,69.6020909090909,26.422659141296734,24.995090909090905,0.788
"South America",Colombia,COL_A,2014,Other,"Youth (15-24)","Labour Participation Rate",61.48620000000001,42.663799999999995,30.612397578643684,18.822400000000016,0.788
"South America",Colombia,COL_A,2014,Other,"Senior (55+)","Labour Participation Rate",64.73328571428571,32.65642857142857,49.55233893801599,32.07685714285714,0.788
"South America",Colombia,COL_A,2013,Other,"Child (<15)","Labour Participation Rate",80.001,55.458,30.6783665204185,24.543000000000006,0.788
"South America",Colombia,COL_A,2013,Other,"Adults (25-54)","Labour Participation Rate",94.7219090909091,69.55454545454546,26.569738593643972,25.167363636363632,0.788
"South America",Colombia,COL_A,2013,Other,"Youth (15-24)","Labour Participation Rate",62.007000000000005,43.1418,30.424306933088204,18.8652,0.788
"South America",Colombia,COL_A,2013,Other,"Senior (55+)","Labour Participation Rate",64.62942857142858,32.83742857142857,49.1912132023006,31.79200000000001,0.788
"South America",Colombia,COL_A,2023,Other,"Child (<15)",Employment,13356.18,9432.214,29.37940339228732,3923.9660000000003,0.788
"South America",Colombia,COL_A,2023,Other,"Adults (25-54)",Employment,3594.3340909090916,2668.6844545454546,25.753021643280753,925.649636363637,0.788
"South America",Colombia,COL_A,2023,Other,"Youth (15-24)",Employment,3469.6846000000005,2393.8354,31.007118053323936,1075.8492000000006,0.788
"South America",Colombia,COL_A,2023,Other,"Senior (55+)",Employment,1111.2484285714286,648.2138571428571,41.667961863741674,463.03457142857144,0.788
"South America",Colombia,COL_A,2022,Other,"Child (<15)",Employment,13039.819,8992.361,31.039219179345963,4047.4579999999987,0.788
"South America",Colombia,COL_A,2022,Other,"Adults (25-54)",Employment,3516.091363636364,2564.9056363636364,27.052360957111343,951.1857272727275,0.788
"South America",Colombia,COL_A,2022,Other,"Youth (15-24)",Employment,3404.5672,2283.5794,32.92600010949997,1120.9877999999999,0.788
"South America",Colombia,COL_A,2022,Other,"Senior (55+)",Employment,1062.942857142857,585.1182857142857,44.952987662285295,477.8245714285714,0.788
"South America",Colombia,COL_A,2021,Other,"Child (<15)",Employment,12559.489,8181.718,34.85628276755527,4377.771,0.788
"South America",Colombia,COL_A,2021,Other,"Adults (25-54)",Employment,3387.6725454545463,2290.4311818181814,32.38923918749475,1097.241363636365,0.788
"South America",Colombia,COL_A,2021,Other,"Youth (15-24)",Employment,3364.8566,2154.9132,35.958245590614474,1209.9434,0.788
"South America",Colombia,COL_A,2021,Other,"Senior (55+)",Employment,955.1145714285713,535.3767142857142,43.94633583226066,419.737857142857,0.788
"South America",Colombia,COL_A,2020,Other,"Child (<15)",Employment,11580.835,7468.362,35.51102316888203,4112.472999999999,0.788
"South America",Colombia,COL_A,2020,Other,"Adults (25-54)",Employment,3146.076727272727,2127.5230909090915,32.37535904747625,1018.5536363636356,0.788
"South America",Colombia,COL_A,2020,Other,"Youth (15-24)",Employment,3053.8817999999997,1907.3748,37.54261216003841,1146.5069999999996,0.788
"South America",Colombia,COL_A,2020,Other,"Senior (55+)",Employment,884.883,484.1558571428572,45.28589009588192,400.72714285714284,0.788
"South America",Colombia,COL_A,2019,Other,"Child (<15)",Employment,12545.743,8764.07,30.14307721750717,3781.6730000000007,0.788
"South America",Colombia,COL_A,2019,Other,"Adults (25-54)",Employment,3371.0632727272723,2470.425272727273,26.71673377614658,900.6379999999995,0.788
"South America",Colombia,COL_A,2019,Other,"Youth (15-24)",Employment,3367.4528000000005,2280.6932,32.27245234142555,1086.7596000000003,0.788
"South America",Colombia,COL_A,2019,Other,"Senior (55+)",Employment,962.848857142857,565.8792857142857,41.22864855513592,396.96957142857127,0.788
"South America",Colombia,COL_A,2018,Other,"Child (<15)",Employment,12487.377,8784.329,29.65433012873721,3703.0480000000007,0.788
"South America",Colombia,COL_A,2018,Other,"Adults (25-54)",Employment,3327.0975454545464,2467.342454545455,25.84099441519777,859.7550909090915,0.788
"South America",Colombia,COL_A,2018,Other,"Youth (15-24)",Employment,3396.036,2301.5878000000002,32.227226095365296,1094.4481999999998,0.788
"South America",Colombia,COL_A,2018,Other,"Senior (55+)",Employment,964.4052857142857,570.708,40.82280463889145,393.6972857142857,0.788
"South America",Colombia,COL_A,2017,Other,"Child (<15)",Employment,12337.402,8787.752,28.77145447639624,3549.6499999999996,0.788
"South America",Colombia,COL_A,2017,Other,"Adults (25-54)",Employment,3276.8908181818183,2466.024454545455,24.744991781150418,810.8663636363635,0.788
"South America",Colombia,COL_A,2017,Other,"Youth (15-24)",Employment,3390.2277999999997,2328.8242,31.307736901927353,1061.4035999999996,0.788
"South America",Colombia,COL_A,2017,Other,"Senior (55+)",Employment,938.2988571428572,553.383,41.022735369723804,384.91585714285713,0.788
"South America",Colombia,COL_A,2016,Other,"Child (<15)",Employment,12208.913,8721.95,28.56079816442299,3486.9629999999997,0.788
"South America",Colombia,COL_A,2016,Other,"Adults (25-54)",Employment,3247.614272727272,2444.0204545454544,24.74412755634855,803.5938181818174,0.788
"South America",Colombia,COL_A,2016,Other,"Youth (15-24)",Employment,3387.0192,2330.0271999999995,31.207145208979053,1056.9920000000006,0.788
"South America",Colombia,COL_A,2016,Other,"Senior (55+)",Employment,901.1348571428572,540.207,40.05259082832695,360.9278571428572,0.788
"South America",Colombia,COL_A,2015,Other,"Child (<15)",Employment,12163.092,8696.892,28.49768792343263,3466.2000000000007,0.788
"South America",Colombia,COL_A,2015,Other,"Adults (25-54)",Employment,3218.801636363636,2446.104,24.005755049776006,772.6976363636363,0.788
"South America",Colombia,COL_A,2015,Other,"Youth (15-24)",Employment,3434.5092000000004,2340.1224,31.86443058588983,1094.3868000000002,0.788
"South America",Colombia,COL_A,2015,Other,"Senior (55+)",Employment,879.4431428571428,519.399,40.940013664490934,360.0441428571428,0.788
"South America",Colombia,COL_A,2014,Other,"Child (<15)",Employment,11973.601,8505.792,28.962122589520067,3467.809000000001,0.788
"South America",Colombia,COL_A,2014,Other,"Adults (25-54)",Employment,3181.2311818181815,2396.0767272727276,24.68083611882339,785.154454545454,0.788
"South America",Colombia,COL_A,2014,Other,"Youth (15-24)",Employment,3381.4151999999995,2300.9404000000004,31.953331256096533,1080.474799999999,0.788
"South America",Colombia,COL_A,2014,Other,"Senior (55+)",Employment,850.5441428571429,492.7517142857143,42.06629739046046,357.7924285714286,0.788
"South America",Colombia,COL_A,2013,Other,"Child (<15)",Employment,11702.805,8303.61,29.045985129206198,3399.1949999999997,0.788
"South America",Colombia,COL_A,2013,Other,"Adults (25-54)",Employment,3109.5577272727273,2339.4550000000004,24.76566749407654,770.102727272727,0.788
"South America",Colombia,COL_A,2013,Other,"Youth (15-24)",Employment,3325.2042,2254.0286000000006,32.21382915371031,1071.1755999999996,0.788
"South America",Colombia,COL_A,2013,Other,"Senior (55+)",Employment,816.8137142857142,476.7064285714286,41.638292766876724,340.10728571428564,0.788
"South America",Colombia,COL_A,2023,Other,"Child (<15)",Unemployment,1151.852,1265.692,-9.883214162930647,-113.83999999999992,0.788
"South America",Colombia,COL_A,2023,Other,"Adults (25-54)",Unemployment,278.54027272727274,340.797909090909,-22.351394918247465,-62.257636363636266,0.788
"South America",Colombia,COL_A,2023,Other,"Youth (15-24)",Unemployment,387.3688000000001,417.22259999999994,-7.706815830288825,-29.853799999999865,0.788
"South America",Colombia,COL_A,2023,Other,"Senior (55+)",Unemployment,69.03857142857143,32.68371428571429,52.658762182630824,36.35485714285714,0.788
"South America",Colombia,COL_A,2022,Other,"Child (<15)",Unemployment,1229.651,1366.441,-11.12429461692789,-136.78999999999996,0.788
"South America",Colombia,COL_A,2022,Other,"Adults (25-54)",Unemployment,295.488,365.7447272727273,-23.776507767735843,-70.25672727272729,0.788
"South America",Colombia,COL_A,2022,Other,"Youth (15-24)",Unemployment,413.2894,454.2111999999999,-9.901487916215586,-40.921799999999905,0.788
"South America",Colombia,COL_A,2022,Other,"Senior (55+)",Unemployment,76.44857142857143,34.498285714285714,54.87386478304742,41.95028571428571,0.788
"South America",Colombia,COL_A,2021,Other,"Child (<15)",Unemployment,1536.352,1811.62,-17.916987773635196,-275.2679999999998,0.788
"South America",Colombia,COL_A,2021,Other,"Adults (25-54)",Unemployment,376.4048181818182,480.7988181818182,-27.734501514689335,-104.394,0.788
"South America",Colombia,COL_A,2021,Other,"Youth (15-24)",Unemployment,513.6224,606.0504,-17.995321076339348,-92.428,0.788
"South America",Colombia,COL_A,2021,Other,"Senior (55+)",Unemployment,85.65814285714286,46.58228571428571,45.6183800389255,39.07585714285715,0.788
"South America",Colombia,COL_A,2020,Other,"Child (<15)",Unemployment,1699.737,1812.508,-6.634614649207491,-112.77099999999996,0.788
"South America",Colombia,COL_A,2020,Other,"Adults (25-54)",Unemployment,430.340818181818,495.9717272727272,-15.250914233095195,-65.6309090909092,0.788
"South America",Colombia,COL_A,2020,Other,"Youth (15-24)",Unemployment,547.938,581.6153999999999,-6.146206322613128,-33.67739999999992,0.788
"South America",Colombia,COL_A,2020,Other,"Senior (55+)",Unemployment,91.33757142857144,46.52485714285715,49.062739007418315,44.812714285714286,0.788
"South America",Colombia,COL_A,2019,Other,"Child (<15)",Unemployment,1122.886,1318.868,-17.453419136047646,-195.98199999999997,0.788
"South America",Colombia,COL_A,2019,Other,"Adults (25-54)",Unemployment,263,346.3798181818182,-31.70335292084343,-83.37981818181822,0.788
"South America",Colombia,COL_A,2019,Other,"Youth (15-24)",Unemployment,399.7138,456.9548,-14.32049631511346,-57.240999999999985,0.788
"South America",Colombia,COL_A,2019,Other,"Senior (55+)",Unemployment,61.95428571428572,27.888428571428566,54.985473159933605,34.065857142857155,0.788
"South America",Colombia,COL_A,2018,Other,"Child (<15)",Unemployment,1000.532,1196.091,-19.545501793046085,-195.55899999999986,0.788
"South America",Colombia,COL_A,2018,Other,"Adults (25-54)",Unemployment,232.07890909090912,309.184909090909,-33.22404448643638,-77.10599999999988,0.788
"South America",Colombia,COL_A,2018,Other,"Youth (15-24)",Unemployment,368.84700000000004,424.8008,-15.169921403725647,-55.953799999999944,0.788
"South America",Colombia,COL_A,2018,Other,"Senior (55+)",Unemployment,48.435428571428574,22.97957142857143,52.55627521766829,25.455857142857145,0.788
"South America",Colombia,COL_A,2017,Other,"Child (<15)",Unemployment,946.222,1165.103,-23.132097964325506,-218.88100000000009,0.788
"South America",Colombia,COL_A,2017,Other,"Adults (25-54)",Unemployment,220.0194545454545,299.8140909090909,-36.267082167114175,-79.79463636363641,0.788
"South America",Colombia,COL_A,2017,Other,"Youth (15-24)",Unemployment,347.9914,419.1313999999999,-20.443033937045552,-71.13999999999993,0.788
"South America",Colombia,COL_A,2017,Other,"Senior (55+)",Unemployment,46.31371428571429,22.154,52.165356759491175,24.15971428571429,0.788
"South America",Colombia,COL_A,2016,Other,"Child (<15)",Unemployment,925.136,1125.284,-21.63444077411323,-200.14800000000014,0.788
"South America",Colombia,COL_A,2016,Other,"Adults (25-54)",Unemployment,208.50090909090912,287.4707272727273,-37.87504741640541,-78.96981818181817,0.788
"South America",Colombia,COL_A,2016,Other,"Youth (15-24)",Unemployment,346.9688,411.8818,-18.708598582927344,-64.91300000000001,0.788
"South America",Colombia,COL_A,2016,Other,"Senior (55+)",Unemployment,49.53128571428572,19.596285714285717,60.4365494824339,29.935000000000006,0.788
"South America",Colombia,COL_A,2015,Other,"Child (<15)",Unemployment,872.488,1083.208,-24.15162156958033,-210.72000000000003,0.788
"South America",Colombia,COL_A,2015,Other,"Adults (25-54)",Unemployment,196.71754545454544,273.2024545454546,-38.88057311521414,-76.48490909090916,0.788
"South America",Colombia,COL_A,2015,Other,"Youth (15-24)",Unemployment,329.37940000000003,401.9048000000001,-22.018802633072998,-72.52540000000005,0.788
"South America",Colombia,COL_A,2015,Other,"Senior (55+)",Unemployment,45.870428571428576,19.627285714285716,57.211462099765484,26.24314285714286,0.788
"South America",Colombia,COL_A,2014,Other,"Child (<15)",Unemployment,896.281,1079.515,-20.443811706373356,-183.23400000000015,0.788
"South America",Colombia,COL_A,2014,Other,"Adults (25-54)",Unemployment,198.13490909090908,268.6948181818182,-35.61205312817165,-70.55990909090914,0.788
"South America",Colombia,COL_A,2014,Other,"Youth (15-24)",Unemployment,351.5523999999999,406.524,-15.636815450555904,-54.97160000000008,0.788
"South America",Colombia,COL_A,2014,Other,"Senior (55+)",Unemployment,44.15185714285714,20.827714285714283,52.82709350520768,23.324142857142856,0.788
"South America",Colombia,COL_A,2013,Other,"Child (<15)",Unemployment,917.563,1120.683,-22.136899591635668,-203.12,0.788
"South America",Colombia,COL_A,2013,Other,"Adults (25-54)",Unemployment,207.48109090909094,278.87627272727275,-34.410452299705724,-71.39518181818181,0.788
"South America",Colombia,COL_A,2013,Other,"Youth (15-24)",Unemployment,352.4718,424.35560000000004,-20.39419891179949,-71.88380000000006,0.788
"South America",Colombia,COL_A,2013,Other,"Senior (55+)",Unemployment,43.47471428571429,18.89785714285714,56.531382774223445,24.57685714285715,0.788
Africa,"South Africa",ZAF_A,2023,Other,"Child (<15)","Labour Force",1894.9416733333335,1549.5569066666667,17.86706273867684,345.3847666666667,0.741
Africa,"South Africa",ZAF_A,2023,Other,"Adults (25-54)","Labour Force",986.3686453333333,802.0939066666667,18.805564212275378,184.2747386666668,0.741
Africa,"South Africa",ZAF_A,2023,Other,"Youth (15-24)","Labour Force",590.9262397058823,485.67126176470583,18.94409104627681,105.25497794117652,0.741
Africa,"South Africa",ZAF_A,2023,Other,"Senior (55+)","Labour Force",74.22769000000001,66.32595333333333,7.921507320306192,7.9017366666666735,0.741
Africa,"South Africa",ZAF_A,2022,Other,"Child (<15)","Labour Force",1833.9186000000002,1470.1130466666666,22.580060814975358,363.80555333333336,0.741
Africa,"South Africa",ZAF_A,2022,Other,"Adults (25-54)","Labour Force",954.3206813333333,767.5914,23.00094860437568,186.72928133333318,0.741
Africa,"South Africa",ZAF_A,2022,Other,"Youth (15-24)","Labour Force",572.1579078431372,450.3816383333334,26.404605552988663,121.77626950980383,0.741
Africa,"South Africa",ZAF_A,2022,Other,"Senior (55+)","Labour Force",72.06555,57.46130333333334,20.89709975558096,14.604246666666658,0.741
Africa,"South Africa",ZAF_A,2021,Other,"Child (<15)","Labour Force",1774.3301733333333,1400.4725733333335,23.399918636526202,373.85759999999993,0.741
Africa,"South Africa",ZAF_A,2021,Other,"Adults (25-54)","Labour Force",931.5320573333331,732.5133586666667,24.006260977109225,199.01869866666647,0.741
Africa,"South Africa",ZAF_A,2021,Other,"Youth (15-24)","Labour Force",549.3769197712419,430.37815245098045,26.92207733081394,118.99876732026135,0.741
Africa,"South Africa",ZAF_A,2021,Other,"Senior (55+)","Labour Force",73.42322333333331,58.95975666666666,25.98116993851379,14.463466666666658,0.741
Africa,"South Africa",ZAF_A,2020,Other,"Child (<15)","Labour Force",1692.5947533333335,1333.3832400000001,21.786892864066537,359.2115133333335,0.741
Africa,"South Africa",ZAF_A,2020,Other,"Adults (25-54)","Labour Force",884.0781279999999,694.7675999999999,22.38800603667618,189.310528,0.741
Africa,"South Africa",ZAF_A,2020,Other,"Youth (15-24)","Labour Force",516.484529901961,416.17414803921565,18.25491842646839,100.31038186274517,0.741
Africa,"South Africa",ZAF_A,2020,Other,"Senior (55+)","Labour Force",73.51441666666666,59.51424666666666,18.91016465043895,14.00017,0.741
Africa,"South Africa",ZAF_A,2019,Other,"Child (<15)","Labour Force",1817.4658599999996,1458.9603066666664,24.15902745373939,358.5055533333332,0.741
